-4,-4,1,-0.025213,-0.016009
-4,4,1,-0.025214,0.016015
-4,-3.9298,0.99999,-0.025882,-0.017207
-4,-3.8596,1.0001,-0.026859,-0.018432
-4,-3.7895,1,-0.028134,-0.019722
-4,-3.7193,1,-0.029589,-0.021056
-4,-3.6491,0.99999,-0.031135,-0.022435
-4,-3.5789,0.99997,-0.032673,-0.023876
-4,-3.5088,0.99995,-0.034135,-0.025363
-4,-3.4386,1,-0.035515,-0.026907
-4,-3.3684,1,-0.036777,-0.028462
-4,-3.2982,1,-0.037895,-0.030097
-4,-3.2281,1,-0.038824,-0.031748
-4,-3.1579,0.99996,-0.039549,-0.033453
-4,-3.0877,1,-0.040063,-0.035169
-4,-3.0175,0.99996,-0.040334,-0.036942
-4,-2.9474,1,-0.040374,-0.038726
-4,-2.8772,1,-0.040175,-0.040509
-4,-2.807,1,-0.039686,-0.042345
-4,-2.7368,0.99994,-0.03894,-0.044143
-4,-2.6667,0.99994,-0.037916,-0.045963
-4,-2.5965,0.99995,-0.036554,-0.047775
-4,-2.5263,0.99999,-0.03491,-0.04955
-4,-2.4561,0.99998,-0.032933,-0.051313
-4,-2.386,0.99999,-0.030657,-0.053003
-4,-2.3158,0.99999,-0.028071,-0.054662
-4,-2.2456,0.99999,-0.025107,-0.056251
-4,-2.1754,0.99998,-0.021869,-0.057731
-4,-2.1053,0.99998,-0.018327,-0.059144
-4,-2.0351,0.99999,-0.0144,-0.060436
-4,-1.9649,0.99998,-0.010139,-0.061597
-4,-1.8947,0.99999,-0.005593,-0.062629
-4,-1.8246,0.99999,-0.000779,-0.063489
-4,-1.7544,0.99999,0.004331,-0.064153
-4,-1.6842,0.99999,0.009683,-0.064646
-4,-1.614,0.99999,0.015301,-0.064919
-4,-1.5439,1,0.021181,-0.064955
-4,-1.4737,0.99999,0.027238,-0.064788
-4,-1.4035,1,0.033457,-0.064331
-4,-1.3333,1,0.039768,-0.063601
-4,-1.2632,1,0.046145,-0.062611
-4,-1.193,1,0.052606,-0.061362
-4,-1.1228,1,0.05902,-0.059797
-4,-1.0526,1,0.065413,-0.05793
-4,-0.98246,1,0.071749,-0.055754
-4,-0.91228,1,0.077915,-0.05329
-4,-0.84211,1,0.083914,-0.050518
-4,-0.77193,1,0.089647,-0.047494
-4,-0.70175,1,0.095069,-0.044162
-4,-0.63158,1,0.1001,-0.040615
-4,-0.5614,1,0.10482,-0.036769
-4,-0.49123,1,0.10904,-0.032689
-4,-0.42105,1,0.11277,-0.028417
-4,-0.35088,1,0.11609,-0.02399
-4,-0.2807,1,0.1188,-0.019391
-4,-0.21053,1,0.12096,-0.014641
-4,-0.14035,1,0.1225,-0.0098305
-4,-0.070175,1,0.12344,-0.0049056
-4,-1.2434e-14,1,0.12378,-1.9329e-08
-4,0.070175,1,0.12344,0.0049055
-4,0.14035,1,0.1225,0.0098309
-4,0.21053,1,0.12096,0.014642
-4,0.2807,1,0.11879,0.019392
-4,0.35088,1,0.11609,0.02399
-4,0.42105,1,0.11277,0.028416
-4,0.49123,1,0.10904,0.032687
-4,0.5614,1,0.10481,0.036767
-4,0.63158,1,0.1001,0.040612
-4,0.70175,1,0.095069,0.044159
-4,0.77193,1,0.089648,0.047492
-4,0.84211,1,0.083915,0.050516
-4,0.91228,1,0.077913,0.053289
-4,0.98246,1,0.071748,0.055754
-4,1.0526,1,0.065412,0.057933
-4,1.1228,1,0.059019,0.059798
-4,1.193,1,0.052605,0.061363
-4,1.2632,1,0.046143,0.062611
-4,1.3333,1,0.039767,0.0636
-4,1.4035,1,0.033455,0.064329
-4,1.4737,0.99999,0.027234,0.064784
-4,1.5439,1,0.021178,0.064952
-4,1.614,0.99999,0.015297,0.064917
-4,1.6842,0.99999,0.00968,0.064644
-4,1.7544,0.99999,0.004327,0.064151
-4,1.8246,0.99999,-0.000781,0.063487
-4,1.8947,0.99999,-0.005595,0.062628
-4,1.9649,0.99998,-0.01014,0.061597
-4,2.0351,0.99999,-0.014401,0.060437
-4,2.1053,0.99998,-0.018329,0.059144
-4,2.1754,0.99998,-0.021869,0.057732
-4,2.2456,0.99998,-0.025107,0.056252
-4,2.3158,0.99999,-0.02807,0.054662
-4,2.386,0.99999,-0.030656,0.053003
-4,2.4561,0.99998,-0.03293,0.051313
-4,2.5263,0.99999,-0.034906,0.04955
-4,2.5965,0.99995,-0.036551,0.047774
-4,2.6667,0.99994,-0.037911,0.045963
-4,2.7368,0.99994,-0.038935,0.044143
-4,2.807,1,-0.039682,0.042345
-4,2.8772,1,-0.040172,0.040509
-4,2.9474,1,-0.040372,0.038726
-4,3.0175,0.99996,-0.040332,0.036942
-4,3.0877,1,-0.040063,0.035169
-4,3.1579,0.99996,-0.039551,0.033454
-4,3.2281,1,-0.038825,0.03175
-4,3.2982,1,-0.037898,0.0301
-4,3.3684,1,-0.036781,0.028465
-4,3.4386,1,-0.035517,0.02691
-4,3.5088,0.99995,-0.034136,0.025365
-4,3.5789,0.99997,-0.032672,0.023877
-4,3.6491,0.99999,-0.031134,0.022435
-4,3.7193,1,-0.029589,0.021055
-4,3.7895,1,-0.028136,0.019722
-4,3.8596,1.0001,-0.026861,0.018431
-4,3.9298,0.99999,-0.025883,0.017207
4,-4,1,-0.025214,0.016015
3.9298,-4,1.0012,-0.025399,0.015362
3.8596,-4,1.002,-0.025536,0.014624
3.7895,-4,1.0026,-0.025617,0.013853
3.7193,-4,1.0029,-0.025658,0.013048
3.6491,-4,1.0032,-0.025652,0.012208
3.5789,-4,1.0034,-0.025581,0.011311
3.5088,-4,1.0036,-0.025432,0.010365
3.4386,-4,1.004,-0.025217,0.0093665
3.3684,-4,1.0045,-0.024942,0.0083498
3.2982,-4,1.005,-0.024585,0.0072677
3.2281,-4,1.0057,-0.024143,0.0061523
3.1579,-4,1.0064,-0.023607,0.0049897
3.0877,-4,1.0073,-0.022985,0.0038027
3.0175,-4,1.0082,-0.022251,0.0025579
2.9474,-4,1.0093,-0.021424,0.0012902
2.8772,-4,1.0105,-0.020507,1.3167e-05
2.807,-4,1.0117,-0.019453,-0.0013175
2.7368,-4,1.013,-0.01831,-0.0026407
2.6667,-4,1.0144,-0.017051,-0.003981
2.5965,-4,1.0158,-0.015649,-0.0053429
2.5263,-4,1.0173,-0.014147,-0.0066899
2.4561,-4,1.0188,-0.012503,-0.0080434
2.386,-4,1.0203,-0.010754,-0.0093665
2.3158,-4,1.0218,-0.0088864,-0.010668
2.2456,-4,1.0234,-0.0068661,-0.011954
2.1754,-4,1.0249,-0.0047621,-0.01318
2.1053,-4,1.0264,-0.0025475,-0.014359
2.0351,-4,1.0278,-0.00019191,-0.015493
1.9649,-4,1.0293,0.0022737,-0.016559
1.8947,-4,1.0307,0.0048309,-0.017549
1.8246,-4,1.032,0.0074612,-0.018449
1.7544,-4,1.0334,0.010179,-0.019248
1.6842,-4,1.0347,0.012961,-0.019945
1.614,-4,1.0359,0.015809,-0.020535
1.5439,-4,1.037,0.01872,-0.02101
1.4737,-4,1.0381,0.021662,-0.021366
1.4035,-4,1.0391,0.024619,-0.021582
1.3333,-4,1.0401,0.027567,-0.021661
1.2632,-4,1.041,0.030489,-0.021607
1.193,-4,1.0418,0.03341,-0.021422
1.1228,-4,1.0426,0.036253,-0.021082
1.0526,-4,1.0434,0.039044,-0.020602
0.98246,-4,1.0441,0.041769,-0.019982
0.91228,-4,1.0446,0.044379,-0.019222
0.84211,-4,1.0452,0.046888,-0.018322
