#Hole with N=4
#Group_ID Point_ID X_cord Y_cord Z_cord
1 120 -0.854348 -0.740107 0
1 121 -0.855002 -0.763278 0
1 122 -0.854666 -0.783644 0
1 123 -0.853044 -0.801191 0
1 124 -0.849841 -0.81596 0
1 125 -0.844774 -0.828043 0
1 126 -0.837585 -0.837585 0
1 127 -0.828043 -0.844774 0
1 128 -0.81596 -0.849841 0
1 129 -0.801191 -0.853044 0
1 130 -0.783644 -0.854666 0
1 131 -0.763278 -0.855002 0
1 132 -0.740107 -0.854348 0
1 133 -0.714197 -0.852993 0
1 134 -0.685663 -0.851208 0
1 135 -0.654665 -0.849238 0
1 136 -0.621399 -0.847297 0
1 137 -0.586089 -0.845557 0
1 138 -0.548979 -0.84415 0
1 139 -0.510326 -0.843165 0
1 140 -0.470386 -0.842646 0
1 141 -0.429406 -0.842596 0
1 142 -0.387621 -0.842983 0
1 143 -0.34524 -0.843742 0
1 144 -0.302446 -0.844785 0
1 145 -0.25939 -0.846007 0
1 146 -0.216189 -0.847294 0
1 147 -0.172928 -0.848535 0
1 148 -0.129662 -0.849623 0
1 149 -0.0864175 -0.85047 0
1 150 -0.0432001 -0.851007 0
1 151 -2.50443e-016 -0.85119 0
1 152 0.0432001 -0.851007 0
1 153 0.0864175 -0.85047 0
1 154 0.129662 -0.849623 0
1 155 0.172928 -0.848535 0
1 156 0.216189 -0.847294 0
1 157 0.25939 -0.846007 0
1 158 0.302446 -0.844785 0
1 159 0.34524 -0.843742 0
1 160 0.387621 -0.842983 0
1 161 0.429406 -0.842596 0
1 162 0.470386 -0.842646 0
1 163 0.510326 -0.843165 0
1 164 0.548979 -0.84415 0
1 165 0.586089 -0.845557 0
1 166 0.621399 -0.847297 0
1 167 0.654665 -0.849238 0
1 168 0.685663 -0.851208 0
1 169 0.714197 -0.852993 0
1 170 0.740107 -0.854348 0
1 171 0.763278 -0.855002 0
1 172 0.783644 -0.854666 0
1 173 0.801191 -0.853044 0
1 174 0.81596 -0.849841 0
1 175 0.828043 -0.844774 0
1 176 0.837585 -0.837585 0
1 177 0.844774 -0.828043 0
1 178 0.849841 -0.81596 0
1 179 0.853044 -0.801191 0
1 180 0.854666 -0.783644 0
1 181 0.855002 -0.763278 0
1 182 0.854348 -0.740107 0
1 183 0.852993 -0.714197 0
1 184 0.851208 -0.685663 0
1 185 0.849238 -0.654665 0
1 186 0.847297 -0.621399 0
1 187 0.845557 -0.586089 0
1 188 0.84415 -0.548979 0
1 189 0.843165 -0.510326 0
1 190 0.842646 -0.470386 0
1 191 0.842596 -0.429406 0
1 192 0.842983 -0.387621 0
1 193 0.843742 -0.34524 0
1 194 0.844785 -0.302446 0
1 195 0.846007 -0.25939 0
1 196 0.847294 -0.216189 0
1 197 0.848535 -0.172928 0
1 198 0.849623 -0.129662 0
1 199 0.85047 -0.0864175 0
1 200 0.851007 -0.0432001 0
